category,company,description,title,review,stars,review_len,text_original,sentiment_label,sentiment_score,text_clean,topic_id,topic_score,topic_name
Vehicles & Transportation,www.halfords.com,"As the UK's leading cycling and motoring retailer, Halfords is your one-stop shop for exclusive brands across bikes, high quality car parts and motoring accessories, as well as camping and travel equipment. We’re committed to never being beaten on price on 1000s of motoring essentials, so when you shop with Halfords, you know you’re getting fantastic value. 

Browse our latest collection of men's and women's mountain, road, and hybrid bikes with options to suit all budgets. We also stock a wide range of cycle clothing to help keep you comfortable on your cycling adventures whatever the season. 

We pride ourselves in offering the highest quality motoring products to ensure you’re always road ready. Our friendly experts are on hand to fit car batteries, wiper blades, car bulbs and more to help make life easier. 

If you are planning a getaway, then discover our wide range of camping and travel accessories from roof boxes to air beds to ensure you’re fully prepared for your adventure.

You can also save money across our motoring products and services with the Halfords Motoring Club. Simply sign up for free and instantly gain access to exclusive offers and discounts or upgrade to premium membership for even further savings. ",Halfords 1/2/3 Isofix Child Seat Top Tether,"Delivered promptly. Initially very pleased, 2 seats (Twins) Grand children. Disappointed that no instruction leaflet provided. Regarding on-seat safety labelling, appears to be missing on headrest removal security key. Also, the function of the presumed car seat belt tension device is a bit of a mystery, should it be necessary to fit seats to a non isofix vehicle. Final point, the seat design of my vehicle, benefits from the use of Isofix locator guides (often supplied with other isofix child seats). These did not appear to be listed on Halfords car safety website pages (Ordered from Amazon).The price was excellent and overall pleased with purchase.",3,657,"Halfords 1/2/3 Isofix Child Seat Top Tether. Delivered promptly. Initially very pleased, 2 seats (Twins) Grand children. Disappointed that no instruction leaflet provided. Regarding on-seat safety labelling, appears to be missing on headrest removal security key. Also, the function of the presumed car seat belt tension device is a bit of a mystery, should it be necessary to fit seats to a non isofix vehicle. Final point, the seat design of my vehicle, benefits from the use of Isofix locator guides (often supplied with other isofix child seats). These did not appear to be listed on Halfords car safety website pages (Ordered from Amazon).The price was excellent and overall pleased with purchase.",positive,0.9509,halfords isofix child seat top tether delivered promptly initially very pleased seats twins grand children disappointed that no instruction leaflet provided regarding on seat safety labelling appears to be missing on headrest removal security key also the function of the presumed car seat belt tension device is bit of mystery should it be necessary to fit seats to non isofix vehicle final point the seat design of my vehicle benefits from the use of isofix locator guides often supplied with other isofix child seats these did not appear to be listed on halfords car safety website pages ordered from amazon the price was excellent and overall pleased with purchase,3,0.05569820927972646,Experiencia en tienda y personal
Vehicles & Transportation,www.halfords.com,"As the UK's leading cycling and motoring retailer, Halfords is your one-stop shop for exclusive brands across bikes, high quality car parts and motoring accessories, as well as camping and travel equipment. We’re committed to never being beaten on price on 1000s of motoring essentials, so when you shop with Halfords, you know you’re getting fantastic value. 

Browse our latest collection of men's and women's mountain, road, and hybrid bikes with options to suit all budgets. We also stock a wide range of cycle clothing to help keep you comfortable on your cycling adventures whatever the season. 

We pride ourselves in offering the highest quality motoring products to ensure you’re always road ready. Our friendly experts are on hand to fit car batteries, wiper blades, car bulbs and more to help make life easier. 

If you are planning a getaway, then discover our wide range of camping and travel accessories from roof boxes to air beds to ensure you’re fully prepared for your adventure.

You can also save money across our motoring products and services with the Halfords Motoring Club. Simply sign up for free and instantly gain access to exclusive offers and discounts or upgrade to premium membership for even further savings. ",The engineer arrived unprepared for the vehicle,"The Halfords' engineer arrived to fit a new battery in our car at our home.  His tool kit was missing a lot of tools, so he wasn't sure he could carry out the installation but did manage to, although his service was the bare minimum. The on-line booking had detailed our vehicle so we would hope the engineer would arrive prepared. Sadly we had no confidence in his knowledge and would not use Halfords again.",3,409,"The engineer arrived unprepared for the vehicle. The Halfords' engineer arrived to fit a new battery in our car at our home.  His tool kit was missing a lot of tools, so he wasn't sure he could carry out the installation but did manage to, although his service was the bare minimum. The on-line booking had detailed our vehicle so we would hope the engineer would arrive prepared. Sadly we had no confidence in his knowledge and would not use Halfords again.",negative,-0.2779,the engineer arrived unprepared for the vehicle the halfords engineer arrived to fit new battery in our car at our home his tool kit was missing lot of tools so he was not sure he could carry out the installation but did manage to although his service was the bare minimum the on line booking had detailed our vehicle so we would hope the engineer would arrive prepared sadly we had no confidence in his knowledge and would not use halfords again,2,0.16165142240697458,"Baterías, garantía y pedidos"
Vehicles & Transportation,www.halfords.com,"As the UK's leading cycling and motoring retailer, Halfords is your one-stop shop for exclusive brands across bikes, high quality car parts and motoring accessories, as well as camping and travel equipment. We’re committed to never being beaten on price on 1000s of motoring essentials, so when you shop with Halfords, you know you’re getting fantastic value. 

Browse our latest collection of men's and women's mountain, road, and hybrid bikes with options to suit all budgets. We also stock a wide range of cycle clothing to help keep you comfortable on your cycling adventures whatever the season. 

We pride ourselves in offering the highest quality motoring products to ensure you’re always road ready. Our friendly experts are on hand to fit car batteries, wiper blades, car bulbs and more to help make life easier. 

If you are planning a getaway, then discover our wide range of camping and travel accessories from roof boxes to air beds to ensure you’re fully prepared for your adventure.

You can also save money across our motoring products and services with the Halfords Motoring Club. Simply sign up for free and instantly gain access to exclusive offers and discounts or upgrade to premium membership for even further savings. ",Why Can't I just Contact My Store?,"The guys at Halfords store in Yeovil are always brilliant and very helpful. What spoils my experience is that when I have to book any appointments with them, I always have to go through the remote Halfords'Support Team' who never really have any idea of what I am talking about. Quite often I need to book an appointment time and that seems impossible if done through the 'Support Team'. Can we go back to the way we used to contact the store-by a SIMPLE telephone call to the store?",3,483,"Why Can't I just Contact My Store?. The guys at Halfords store in Yeovil are always brilliant and very helpful. What spoils my experience is that when I have to book any appointments with them, I always have to go through the remote Halfords'Support Team' who never really have any idea of what I am talking about. Quite often I need to book an appointment time and that seems impossible if done through the 'Support Team'. Can we go back to the way we used to contact the store-by a SIMPLE telephone call to the store?",positive,0.8736,why cannot just contact my store the guys at halfords store in yeovil are always brilliant and very helpful what spoils my experience is that when have to book any appointments with them always have to go through the remote halfords support team who never really have any idea of what am talking about quite often need to book an appointment time and that seems impossible if done through the support team can we go back to the way we used to contact the store by simple telephone call to the store,3,0.2589480328134512,Experiencia en tienda y personal
Vehicles & Transportation,www.halfords.com,"As the UK's leading cycling and motoring retailer, Halfords is your one-stop shop for exclusive brands across bikes, high quality car parts and motoring accessories, as well as camping and travel equipment. We’re committed to never being beaten on price on 1000s of motoring essentials, so when you shop with Halfords, you know you’re getting fantastic value. 

Browse our latest collection of men's and women's mountain, road, and hybrid bikes with options to suit all budgets. We also stock a wide range of cycle clothing to help keep you comfortable on your cycling adventures whatever the season. 

We pride ourselves in offering the highest quality motoring products to ensure you’re always road ready. Our friendly experts are on hand to fit car batteries, wiper blades, car bulbs and more to help make life easier. 

If you are planning a getaway, then discover our wide range of camping and travel accessories from roof boxes to air beds to ensure you’re fully prepared for your adventure.

You can also save money across our motoring products and services with the Halfords Motoring Club. Simply sign up for free and instantly gain access to exclusive offers and discounts or upgrade to premium membership for even further savings. ",Order number A971B020655.,Order number A971B020655.I had one of your guys come to me today to fit a battery after replacing the battery I asked if he was going to sequence the battery to the car computer he told he don't have to and just left so just done half the job and cost me £50 for some one to finish the job on top of the £187 I paid you for the battery. This is a complaint T Savery ,2,366,Order number A971B020655.. Order number A971B020655.I had one of your guys come to me today to fit a battery after replacing the battery I asked if he was going to sequence the battery to the car computer he told he don't have to and just left so just done half the job and cost me £50 for some one to finish the job on top of the £187 I paid you for the battery. This is a complaint T Savery ,positive,0.4019,order number order number had one of your guys come to me today to fit battery after replacing the battery asked if he was going to sequence the battery to the car computer he told he do not have to and just left so just done half the job and cost me for some one to finish the job on top of the paid you for the battery this is complaint savery,2,0.518828296216963,"Baterías, garantía y pedidos"
Vehicles & Transportation,www.halfords.com,"As the UK's leading cycling and motoring retailer, Halfords is your one-stop shop for exclusive brands across bikes, high quality car parts and motoring accessories, as well as camping and travel equipment. We’re committed to never being beaten on price on 1000s of motoring essentials, so when you shop with Halfords, you know you’re getting fantastic value. 

Browse our latest collection of men's and women's mountain, road, and hybrid bikes with options to suit all budgets. We also stock a wide range of cycle clothing to help keep you comfortable on your cycling adventures whatever the season. 

We pride ourselves in offering the highest quality motoring products to ensure you’re always road ready. Our friendly experts are on hand to fit car batteries, wiper blades, car bulbs and more to help make life easier. 

If you are planning a getaway, then discover our wide range of camping and travel accessories from roof boxes to air beds to ensure you’re fully prepared for your adventure.

You can also save money across our motoring products and services with the Halfords Motoring Club. Simply sign up for free and instantly gain access to exclusive offers and discounts or upgrade to premium membership for even further savings. ",Poor service incorrect part,"What went wrong.Having previously told me a van battery was not available when I went for ""click & collect"", then found one, then fitted it and put the cover back on upside down trapping a cable.I tried again on 2nd January.I ordered a side light bulb holder and bulb with fitting.Having entered my registration to confirm both fitted.On arriving at the same Chesterfield store as previously I was told by woman on desk and a fitter that they didn't/coildn't fit both, only the bulb.I asked them were they sure.They both repeated ""no, only the bulb""I then said ... ""If you don't , how are you going to fit the bulb, without removing the holder to do so, it is plug and play"".They then checked and agreed with me.Fitter then tried to fit new bulb and new holder but holder thicker than original so wouldn't go into light body.He then fitted bulb in my original holder.Light worked.Refund issued for holder.My complaint is two.Why did I have to argue with your staff about fitting when all fitter needed to do was look at new bulb and bulb holder?Why did holder not fit despite me entering my registration and getting confirmation it did on line?Poor initial service at desk.Incorrect information online regarding product.Van = 2005 1.9 Vivaro",2,1241,"Poor service incorrect part. What went wrong.Having previously told me a van battery was not available when I went for ""click & collect"", then found one, then fitted it and put the cover back on upside down trapping a cable.I tried again on 2nd January.I ordered a side light bulb holder and bulb with fitting.Having entered my registration to confirm both fitted.On arriving at the same Chesterfield store as previously I was told by woman on desk and a fitter that they didn't/coildn't fit both, only the bulb.I asked them were they sure.They both repeated ""no, only the bulb""I then said ... ""If you don't , how are you going to fit the bulb, without removing the holder to do so, it is plug and play"".They then checked and agreed with me.Fitter then tried to fit new bulb and new holder but holder thicker than original so wouldn't go into light body.He then fitted bulb in my original holder.Light worked.Refund issued for holder.My complaint is two.Why did I have to argue with your staff about fitting when all fitter needed to do was look at new bulb and bulb holder?Why did holder not fit despite me entering my registration and getting confirmation it did on line?Poor initial service at desk.Incorrect information online regarding product.Van = 2005 1.9 Vivaro",negative,-0.3777,poor service incorrect part what went wrong having previously told me van battery was not available when went for click collect then found one then fitted it and put the cover back on upside down trapping cable tried again on nd january ordered side light bulb holder and bulb with fitting having entered my registration to confirm both fitted on arriving at the same chesterfield store as previously was told by woman on desk and fitter that they did not coild not fit both only the bulb asked them were they sure they both repeated no only the bulb then said if you do not how are you going to fit the bulb without removing the holder to do so it is plug and play they then checked and agreed with me fitter then tried to fit new bulb and new holder but holder thicker than original so would not go into light body he then fitted bulb in my original holder light worked refund issued for holder my complaint is two why did have to argue with your staff about fitting when all fitter needed to do was look at new bulb and bulb holder why did holder not fit despite me entering my registration and getting confirmation it did on line poor initial service at desk incorrect information online regarding product van vivaro,4,0.49109954784950915,Bombillas y luces del vehículo
Vehicles & Transportation,www.halfords.com,"As the UK's leading cycling and motoring retailer, Halfords is your one-stop shop for exclusive brands across bikes, high quality car parts and motoring accessories, as well as camping and travel equipment. We’re committed to never being beaten on price on 1000s of motoring essentials, so when you shop with Halfords, you know you’re getting fantastic value. 

Browse our latest collection of men's and women's mountain, road, and hybrid bikes with options to suit all budgets. We also stock a wide range of cycle clothing to help keep you comfortable on your cycling adventures whatever the season. 

We pride ourselves in offering the highest quality motoring products to ensure you’re always road ready. Our friendly experts are on hand to fit car batteries, wiper blades, car bulbs and more to help make life easier. 

If you are planning a getaway, then discover our wide range of camping and travel accessories from roof boxes to air beds to ensure you’re fully prepared for your adventure.

You can also save money across our motoring products and services with the Halfords Motoring Club. Simply sign up for free and instantly gain access to exclusive offers and discounts or upgrade to premium membership for even further savings. ",Very expensive,"Received seasonal sale notification with 10% off if spent >£30. My car needs new wiper blades, front and back. Opted for Bosch: AR24U @ £21.49, AR13U @ £18.99, and H275 @£13.09. Searched same products @ Euro Parts, their prices are £13.99, £9.59 and £5.77 respectively. Clearly Halfords' mark-up pricing is shocking. Still a lot more expensive after discount. The company keeps dishing out discounts week in week out all year round but their business strategy and pricing is a no brainer.",2,488,"Very expensive. Received seasonal sale notification with 10% off if spent >£30. My car needs new wiper blades, front and back. Opted for Bosch: AR24U @ £21.49, AR13U @ £18.99, and H275 @£13.09. Searched same products @ Euro Parts, their prices are £13.99, £9.59 and £5.77 respectively. Clearly Halfords' mark-up pricing is shocking. Still a lot more expensive after discount. The company keeps dishing out discounts week in week out all year round but their business strategy and pricing is a no brainer.",negative,-0.2732,very expensive received seasonal sale notification with off if spent my car needs new wiper blades front and back opted for bosch ar ar and searched same products euro parts their prices are and respectively clearly halfords mark up pricing is shocking still lot more expensive after discount the company keeps dishing out discounts week in week out all year round but their business strategy and pricing is no brainer,5,0.2265805875875031,Limpiaparabrisas y escobillas
Vehicles & Transportation,www.halfords.com,"As the UK's leading cycling and motoring retailer, Halfords is your one-stop shop for exclusive brands across bikes, high quality car parts and motoring accessories, as well as camping and travel equipment. We’re committed to never being beaten on price on 1000s of motoring essentials, so when you shop with Halfords, you know you’re getting fantastic value. 

Browse our latest collection of men's and women's mountain, road, and hybrid bikes with options to suit all budgets. We also stock a wide range of cycle clothing to help keep you comfortable on your cycling adventures whatever the season. 

We pride ourselves in offering the highest quality motoring products to ensure you’re always road ready. Our friendly experts are on hand to fit car batteries, wiper blades, car bulbs and more to help make life easier. 

If you are planning a getaway, then discover our wide range of camping and travel accessories from roof boxes to air beds to ensure you’re fully prepared for your adventure.

You can also save money across our motoring products and services with the Halfords Motoring Club. Simply sign up for free and instantly gain access to exclusive offers and discounts or upgrade to premium membership for even further savings. ",Halfords - Peartree Rd - Colchester,"Car seemed to have battery issues on a Sunday morning. Contacted Halfords and was notified of prices for a replacement. Took the car down and had the battery fitted within an hour or so (the weekend before Xmas).AT NO STAGE was I asked which battery option I'd opt for - they just went ahead and fitted the Most Expensive option - which tbh just demonstrated their corporate ethos of ""Fleece the Customer for as much as you can while he's in your clutches"" mentality.The guy was accommodating enough and I'm grateful that it was at least open on a Sunday which allowed me to address the problem that had arisen.  The automotive trade has a reputation for ripping people off - but from a Customer Care & Transparency angle they fell somewhat short of the standard I'd expect from a National Brand. Job No 266/9036429",2,815,"Halfords - Peartree Rd - Colchester. Car seemed to have battery issues on a Sunday morning. Contacted Halfords and was notified of prices for a replacement. Took the car down and had the battery fitted within an hour or so (the weekend before Xmas).AT NO STAGE was I asked which battery option I'd opt for - they just went ahead and fitted the Most Expensive option - which tbh just demonstrated their corporate ethos of ""Fleece the Customer for as much as you can while he's in your clutches"" mentality.The guy was accommodating enough and I'm grateful that it was at least open on a Sunday which allowed me to address the problem that had arisen.  The automotive trade has a reputation for ripping people off - but from a Customer Care & Transparency angle they fell somewhat short of the standard I'd expect from a National Brand. Job No 266/9036429",positive,0.1738,halfords peartree rd colchester car seemed to have battery issues on sunday morning contacted halfords and was notified of prices for replacement took the car down and had the battery fitted within an hour or so the weekend before xmas at no stage was asked which battery option would opt for they just went ahead and fitted the most expensive option which tbh just demonstrated their corporate ethos of fleece the customer for as much as you can while he in your clutches mentality the guy was accommodating enough and am grateful that it was at least open on sunday which allowed me to address the problem that had arisen the automotive trade has reputation for ripping people off but from customer care transparency angle they fell somewhat short of the standard would expect from national brand job no,2,0.3528210505465068,"Baterías, garantía y pedidos"
Vehicles & Transportation,www.halfords.com,"As the UK's leading cycling and motoring retailer, Halfords is your one-stop shop for exclusive brands across bikes, high quality car parts and motoring accessories, as well as camping and travel equipment. We’re committed to never being beaten on price on 1000s of motoring essentials, so when you shop with Halfords, you know you’re getting fantastic value. 

Browse our latest collection of men's and women's mountain, road, and hybrid bikes with options to suit all budgets. We also stock a wide range of cycle clothing to help keep you comfortable on your cycling adventures whatever the season. 

We pride ourselves in offering the highest quality motoring products to ensure you’re always road ready. Our friendly experts are on hand to fit car batteries, wiper blades, car bulbs and more to help make life easier. 

If you are planning a getaway, then discover our wide range of camping and travel accessories from roof boxes to air beds to ensure you’re fully prepared for your adventure.

You can also save money across our motoring products and services with the Halfords Motoring Club. Simply sign up for free and instantly gain access to exclusive offers and discounts or upgrade to premium membership for even further savings. ",Bought a bike for my son for Christmas,"Have updated my review to include my customer number 2226171542. I'm not sure what this will help as my husband has attached the mud guards and lights. Bought a bike for my son for Christmas and some extra bits,mud guards and lights paid the charge for the bike to be put together,I think it was £30(maybe wrong).went to pick up the bike and was handed the extras,asked why they hadn't been fitted and were told it was going to cost us an extra £5 for these to be fitted. Paid enough for the bike and the fitting service as it was. Husband can fit the extras,it's not a big issue but I think it's very poor customer service. I work in retail and in the current climate keeping customers and making them happy is paramount. It's really poor customer service. ",2,758,"Bought a bike for my son for Christmas. Have updated my review to include my customer number 2226171542. I'm not sure what this will help as my husband has attached the mud guards and lights. Bought a bike for my son for Christmas and some extra bits,mud guards and lights paid the charge for the bike to be put together,I think it was £30(maybe wrong).went to pick up the bike and was handed the extras,asked why they hadn't been fitted and were told it was going to cost us an extra £5 for these to be fitted. Paid enough for the bike and the fitting service as it was. Husband can fit the extras,it's not a big issue but I think it's very poor customer service. I work in retail and in the current climate keeping customers and making them happy is paramount. It's really poor customer service. ",negative,-0.4329,bought bike for my son for christmas have updated my review to include my customer number am not sure what this will help as my husband has attached the mud guards and lights bought bike for my son for christmas and some extra bits mud guards and lights paid the charge for the bike to be put together think it was maybe wrong went to pick up the bike and was handed the extras asked why they had not been fitted and were told it was going to cost us an extra for these to be fitted paid enough for the bike and the fitting service as it was husband can fit the extras it not big issue but think it very poor customer service work in retail and in the current climate keeping customers and making them happy is paramount it really poor customer service,1,0.3592591599017083,"Bicicletas, compra y reparaciones"
Vehicles & Transportation,www.halfords.com,"As the UK's leading cycling and motoring retailer, Halfords is your one-stop shop for exclusive brands across bikes, high quality car parts and motoring accessories, as well as camping and travel equipment. We’re committed to never being beaten on price on 1000s of motoring essentials, so when you shop with Halfords, you know you’re getting fantastic value. 

Browse our latest collection of men's and women's mountain, road, and hybrid bikes with options to suit all budgets. We also stock a wide range of cycle clothing to help keep you comfortable on your cycling adventures whatever the season. 

We pride ourselves in offering the highest quality motoring products to ensure you’re always road ready. Our friendly experts are on hand to fit car batteries, wiper blades, car bulbs and more to help make life easier. 

If you are planning a getaway, then discover our wide range of camping and travel accessories from roof boxes to air beds to ensure you’re fully prepared for your adventure.

You can also save money across our motoring products and services with the Halfords Motoring Club. Simply sign up for free and instantly gain access to exclusive offers and discounts or upgrade to premium membership for even further savings. ",Gloucester store,"Gloucester store. Attended to collect a child's bike that we'd purchased. Stood around for 30 minutes waiting for a member of staff to become available. We'd paid extra to have the bike built but upon delivery the seat wasn't even straight. Staff were genial but clearly not enough of them. I doubt I'd buy another bike from Halfords, let alone visit the store again. ",2,368,"Gloucester store. Gloucester store. Attended to collect a child's bike that we'd purchased. Stood around for 30 minutes waiting for a member of staff to become available. We'd paid extra to have the bike built but upon delivery the seat wasn't even straight. Staff were genial but clearly not enough of them. I doubt I'd buy another bike from Halfords, let alone visit the store again. ",positive,0.1283,gloucester store gloucester store attended to collect child bike that we would purchased stood around for minutes waiting for member of staff to become available we would paid extra to have the bike built but upon delivery the seat was not even straight staff were genial but clearly not enough of them doubt would buy another bike from halfords let alone visit the store again,1,0.347978605363732,"Bicicletas, compra y reparaciones"
Vehicles & Transportation,www.halfords.com,"As the UK's leading cycling and motoring retailer, Halfords is your one-stop shop for exclusive brands across bikes, high quality car parts and motoring accessories, as well as camping and travel equipment. We’re committed to never being beaten on price on 1000s of motoring essentials, so when you shop with Halfords, you know you’re getting fantastic value. 

Browse our latest collection of men's and women's mountain, road, and hybrid bikes with options to suit all budgets. We also stock a wide range of cycle clothing to help keep you comfortable on your cycling adventures whatever the season. 

We pride ourselves in offering the highest quality motoring products to ensure you’re always road ready. Our friendly experts are on hand to fit car batteries, wiper blades, car bulbs and more to help make life easier. 

If you are planning a getaway, then discover our wide range of camping and travel accessories from roof boxes to air beds to ensure you’re fully prepared for your adventure.

You can also save money across our motoring products and services with the Halfords Motoring Club. Simply sign up for free and instantly gain access to exclusive offers and discounts or upgrade to premium membership for even further savings. ",Paid for a windscreen repair online for…,Paid for a windscreen repair online for a booking aty local centre and on my booking date the assessment came back that the windscreen couldn't be repaired. Been waiting beyond the refund date which is 5 working days. The system needs to be looked at ... ,2,255,Paid for a windscreen repair online for…. Paid for a windscreen repair online for a booking aty local centre and on my booking date the assessment came back that the windscreen couldn't be repaired. Been waiting beyond the refund date which is 5 working days. The system needs to be looked at ... ,neutral,0.0,paid for windscreen repair online for paid for windscreen repair online for booking aty local centre and on my booking date the assessment came back that the windscreen could not be repaired been waiting beyond the refund date which is working days the system needs to be looked at,5,0.25442108566125415,Limpiaparabrisas y escobillas
Vehicles & Transportation,www.halfords.com,"As the UK's leading cycling and motoring retailer, Halfords is your one-stop shop for exclusive brands across bikes, high quality car parts and motoring accessories, as well as camping and travel equipment. We’re committed to never being beaten on price on 1000s of motoring essentials, so when you shop with Halfords, you know you’re getting fantastic value. 

Browse our latest collection of men's and women's mountain, road, and hybrid bikes with options to suit all budgets. We also stock a wide range of cycle clothing to help keep you comfortable on your cycling adventures whatever the season. 

We pride ourselves in offering the highest quality motoring products to ensure you’re always road ready. Our friendly experts are on hand to fit car batteries, wiper blades, car bulbs and more to help make life easier. 

If you are planning a getaway, then discover our wide range of camping and travel accessories from roof boxes to air beds to ensure you’re fully prepared for your adventure.

You can also save money across our motoring products and services with the Halfords Motoring Club. Simply sign up for free and instantly gain access to exclusive offers and discounts or upgrade to premium membership for even further savings. ",Customer service needs improvement/communication skills,"I placed a small order for a company vehicle. With specific delivery instructions, the delivery failed by the third party courier. Halfords provide a ""live chat"" service but they seemed to be unable to rectify the solution on this channel, so created a case and explained someone would contact me later that day via email.4 working days later, someone responded via email - on a Friday evening (just before 7pm). 2 working days later, I asked for the product to be re-delivered, but Halfords explained it had already been refunded and need to order again. ",2,556,"Customer service needs improvement/communication skills. I placed a small order for a company vehicle. With specific delivery instructions, the delivery failed by the third party courier. Halfords provide a ""live chat"" service but they seemed to be unable to rectify the solution on this channel, so created a case and explained someone would contact me later that day via email.4 working days later, someone responded via email - on a Friday evening (just before 7pm). 2 working days later, I asked for the product to be re-delivered, but Halfords explained it had already been refunded and need to order again. ",positive,0.7248,customer service needs improvement communication skills placed small order for company vehicle with specific delivery instructions the delivery failed by the third party courier halfords provide live chat service but they seemed to be unable to rectify the solution on this channel so created case and explained someone would contact me later that day via email working days later someone responded via email on friday evening just before pm working days later asked for the product to be re delivered but halfords explained it had already been refunded and need to order again,0,0.19716025308855614,Atención al cliente y servicio general
Vehicles & Transportation,www.halfords.com,"As the UK's leading cycling and motoring retailer, Halfords is your one-stop shop for exclusive brands across bikes, high quality car parts and motoring accessories, as well as camping and travel equipment. We’re committed to never being beaten on price on 1000s of motoring essentials, so when you shop with Halfords, you know you’re getting fantastic value. 

Browse our latest collection of men's and women's mountain, road, and hybrid bikes with options to suit all budgets. We also stock a wide range of cycle clothing to help keep you comfortable on your cycling adventures whatever the season. 

We pride ourselves in offering the highest quality motoring products to ensure you’re always road ready. Our friendly experts are on hand to fit car batteries, wiper blades, car bulbs and more to help make life easier. 

If you are planning a getaway, then discover our wide range of camping and travel accessories from roof boxes to air beds to ensure you’re fully prepared for your adventure.

You can also save money across our motoring products and services with the Halfords Motoring Club. Simply sign up for free and instantly gain access to exclusive offers and discounts or upgrade to premium membership for even further savings. ",Poor service ,"Visited the Christchurch Branch and yet again unable to change a headlight. We own a Kia so hardly an unknown make . Apparently it would mean removing the battery etc etc  Well....we went home , Googled it and changed it ourselves . It did not require the removal of the battery. .........Dear Halfords. Thanks for your reply but we were walk in customers so no order number. We purchased a bulb for a Kia Ceed at 11.55 hours . Hopefully you can trace it from this information.",2,477,"Poor service . Visited the Christchurch Branch and yet again unable to change a headlight. We own a Kia so hardly an unknown make . Apparently it would mean removing the battery etc etc  Well....we went home , Googled it and changed it ourselves . It did not require the removal of the battery. .........Dear Halfords. Thanks for your reply but we were walk in customers so no order number. We purchased a bulb for a Kia Ceed at 11.55 hours . Hopefully you can trace it from this information.",negative,-0.865,poor service visited the christchurch branch and yet again unable to change headlight we own kia so hardly an unknown make apparently it would mean removing the battery etc etc well we went home googled it and changed it ourselves it did not require the removal of the battery dear halfords thanks for your reply but we were walk in customers so no order number we purchased bulb for kia ceed at hours hopefully you can trace it from this information,2,0.3086653101483462,"Baterías, garantía y pedidos"
Vehicles & Transportation,www.halfords.com,"As the UK's leading cycling and motoring retailer, Halfords is your one-stop shop for exclusive brands across bikes, high quality car parts and motoring accessories, as well as camping and travel equipment. We’re committed to never being beaten on price on 1000s of motoring essentials, so when you shop with Halfords, you know you’re getting fantastic value. 

Browse our latest collection of men's and women's mountain, road, and hybrid bikes with options to suit all budgets. We also stock a wide range of cycle clothing to help keep you comfortable on your cycling adventures whatever the season. 

We pride ourselves in offering the highest quality motoring products to ensure you’re always road ready. Our friendly experts are on hand to fit car batteries, wiper blades, car bulbs and more to help make life easier. 

If you are planning a getaway, then discover our wide range of camping and travel accessories from roof boxes to air beds to ensure you’re fully prepared for your adventure.

You can also save money across our motoring products and services with the Halfords Motoring Club. Simply sign up for free and instantly gain access to exclusive offers and discounts or upgrade to premium membership for even further savings. ",Hi booked and paid on line  for a tyre…,"Hi booked and paid on line  for a tyre replacement on 30/10/24 for next day , with some extra requirements .The Team worked extremely hard as maximum bookings evident from leaving car at garage . Tyre well fitted  I enquired re receipt for work where I was informed that email forwarding would certify this . I didn’t receive any email confirmation/ receipt of work  only numerous advertisements from Halfords . With online booking I inadvertently paid for some extra service which is already included with the standard tyre replacement charge . Hence I at present have no receipt nor proof of the extra unnecessary charges . I would appreciate if this can be reviewed.Thankyou . ",2,680,"Hi booked and paid on line  for a tyre…. Hi booked and paid on line  for a tyre replacement on 30/10/24 for next day , with some extra requirements .The Team worked extremely hard as maximum bookings evident from leaving car at garage . Tyre well fitted  I enquired re receipt for work where I was informed that email forwarding would certify this . I didn’t receive any email confirmation/ receipt of work  only numerous advertisements from Halfords . With online booking I inadvertently paid for some extra service which is already included with the standard tyre replacement charge . Hence I at present have no receipt nor proof of the extra unnecessary charges . I would appreciate if this can be reviewed.Thankyou . ",neutral,-0.0498,hi booked and paid on line for tyre hi booked and paid on line for tyre replacement on for next day with some extra requirements the team worked extremely hard as maximum bookings evident from leaving car at garage tyre well fitted enquired re receipt for work where was informed that email forwarding would certify this did not receive any email confirmation receipt of work only numerous advertisements from halfords with online booking inadvertently paid for some extra service which is already included with the standard tyre replacement charge hence at present have no receipt nor proof of the extra unnecessary charges would appreciate if this can be reviewed thankyou,0,0.19115552680063697,Atención al cliente y servicio general
